"Class","FriendlyName","InstanceId","Problem","ConfigManagerErrorCode","ProblemDescription","Caption","Description","InstallDate","Name","Status","Availability","ConfigManagerUserConfig","CreationClassName","DeviceID","ErrorCleared","ErrorDescription","LastErrorCode","PNPDeviceID","PowerManagementCapabilities","PowerManagementSupported","StatusInfo","SystemCreationClassName","SystemName","ClassGuid","CompatibleID","HardwareID","Manufacturer","PNPClass","Present","Service","PSComputerName"
"Processor","AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\A","CM_PROB_NONE","CM_PROB_NONE",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","AMD Processor",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","OK",,"False","Win32_PnPEntity","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\A",,,,"ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\A",,,,"Win32_ComputerSystem","ROG-LUCCI","{50127dc3-0f36-415e-a6cc-4cb3be910b65}","System.String[]","System.String[]","Advanced Micro Devices","Processor","True","AmdPPM",
"Processor","AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\B","CM_PROB_NONE","CM_PROB_NONE",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","AMD Processor",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","OK",,"False","Win32_PnPEntity","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\B",,,,"ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\B",,,,"Win32_ComputerSystem","ROG-LUCCI","{50127dc3-0f36-415e-a6cc-4cb3be910b65}","System.String[]","System.String[]","Advanced Micro Devices","Processor","True","AmdPPM",
"Processor","AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\C","CM_PROB_NONE","CM_PROB_NONE",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","AMD Processor",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","OK",,"False","Win32_PnPEntity","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\C",,,,"ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\C",,,,"Win32_ComputerSystem","ROG-LUCCI","{50127dc3-0f36-415e-a6cc-4cb3be910b65}","System.String[]","System.String[]","Advanced Micro Devices","Processor","True","AmdPPM",
"Processor","AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\D","CM_PROB_NONE","CM_PROB_NONE",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","AMD Processor",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","OK",,"False","Win32_PnPEntity","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\D",,,,"ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\D",,,,"Win32_ComputerSystem","ROG-LUCCI","{50127dc3-0f36-415e-a6cc-4cb3be910b65}","System.String[]","System.String[]","Advanced Micro Devices","Processor","True","AmdPPM",
"Processor","AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\E","CM_PROB_NONE","CM_PROB_NONE",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","AMD Processor",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","OK",,"False","Win32_PnPEntity","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\E",,,,"ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\E",,,,"Win32_ComputerSystem","ROG-LUCCI","{50127dc3-0f36-415e-a6cc-4cb3be910b65}","System.String[]","System.String[]","Advanced Micro Devices","Processor","True","AmdPPM",
"Processor","AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\F","CM_PROB_NONE","CM_PROB_NONE",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","AMD Processor",,"AMD Ryzen 9 8945HS w/ Radeon 780M Graphics","OK",,"False","Win32_PnPEntity","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\F",,,,"ACPI\AUTHENTICAMD_-_AMD64_FAMILY_25_MODEL_117_-_AMD_RYZEN_9_8945HS_W/_RADEON_780M_GRAPHICS\F",,,,"Win32_ComputerSystem","ROG-LUCCI","{50127dc3-0f36-415e-a6cc-4cb3be910b65}","System.String[]","System.String[]","Advanced Micro Devices","Processor","True","AmdPPM",
"System","UMBus Root Bus Enumerator","ROOT\UMBUS\0000","CM_PROB_NONE","CM_PROB_NONE",,"UMBus Root Bus Enumerator","UMBus Root Bus Enumerator",,"UMBus Root Bus Enumerator","OK",,"False","Win32_PnPEntity","ROOT\UMBUS\0000",,,,"ROOT\UMBUS\0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","Microsoft","System","True","umbus",
"DiskDrive","WD PC SN560 SDDPNQE-1T00-1102","SCSI\DISK&VEN_NVME&PROD_WD_PC_SN560_SDDP\5&19E92C66&0&000000","CM_PROB_NONE","CM_PROB_NONE",,"WD PC SN560 SDDPNQE-1T00-1102","Disk drive",,"WD PC SN560 SDDPNQE-1T00-1102","OK",,"False","Win32_PnPEntity","SCSI\DISK&VEN_NVME&PROD_WD_PC_SN560_SDDP\5&19E92C66&0&000000",,,,"SCSI\DISK&VEN_NVME&PROD_WD_PC_SN560_SDDP\5&19E92C66&0&000000",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e967-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","(Standard disk drives)","DiskDrive","True","disk",
"System","Charge Arbitration Driver","ROOT\CAD\0000","CM_PROB_NONE","CM_PROB_NONE",,"Charge Arbitration Driver","Charge Arbitration Driver",,"Charge Arbitration Driver","OK",,"False","Win32_PnPEntity","ROOT\CAD\0000",,,,"ROOT\CAD\0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","(Standard system devices)","System","True","CAD",
"Keyboard","HID Keyboard Device","HID\VID_0B05&PID_19B6&COL04\7&2A3AB815&0&0003","CM_PROB_NONE","CM_PROB_NONE",,"HID Keyboard Device","HID Keyboard Device",,"HID Keyboard Device","OK",,"False","Win32_PnPEntity","HID\VID_0B05&PID_19B6&COL04\7&2A3AB815&0&0003",,,,"HID\VID_0B05&PID_19B6&COL04\7&2A3AB815&0&0003",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e96b-e325-11ce-bfc1-08002be10318}",,"System.String[]","(Standard keyboards)","Keyboard","True","kbdhid",
"System","PCI standard host CPU bridge","PCI\VEN_1022&DEV_14F4&SUBSYS_00000000&REV_00\3&11583659&0&C4","CM_PROB_NONE","CM_PROB_NONE",,"PCI standard host CPU bridge","PCI standard host CPU bridge",,"PCI standard host CPU bridge","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_14F4&SUBSYS_00000000&REV_00\3&11583659&0&C4",,,,"PCI\VEN_1022&DEV_14F4&SUBSYS_00000000&REV_00\3&11583659&0&C4",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","(Standard system devices)","System","True",,
"HIDClass","HID-compliant consumer control device","HID\VID_046D&PID_C53F&MI_01&COL02\8&19DCA620&0&0001","CM_PROB_NONE","CM_PROB_NONE",,"HID-compliant consumer control device","HID-compliant consumer control device",,"HID-compliant consumer control device","OK",,"False","Win32_PnPEntity","HID\VID_046D&PID_C53F&MI_01&COL02\8&19DCA620&0&0001",,,,"HID\VID_046D&PID_C53F&MI_01&COL02\8&19DCA620&0&0001",,,,"Win32_ComputerSystem","ROG-LUCCI","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}",,"System.String[]","Microsoft","HIDClass","True",,
"SoftwareDevice","Microsoft Radio Device Enumeration Bus","SWD\RADIO\{3DB5895D-CC28-44B3-AD3D-6F01A782B8D2}","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft Radio Device Enumeration Bus","Generic software device",,"Microsoft Radio Device Enumeration Bus","OK",,"False","Win32_PnPEntity","SWD\RADIO\{3DB5895D-CC28-44B3-AD3D-6F01A782B8D2}",,,,"SWD\RADIO\{3DB5895D-CC28-44B3-AD3D-6F01A782B8D2}",,,,"Win32_ComputerSystem","ROG-LUCCI","{62f9c741-b25a-46ce-b54c-9bccce08b6f2}","System.String[]",,"Microsoft","SoftwareDevice","True",,
"HIDClass","HID-compliant consumer control device","HID\VID_0B05&PID_19B6&COL09\7&2A3AB815&0&0008","CM_PROB_NONE","CM_PROB_NONE",,"HID-compliant consumer control device","HID-compliant consumer control device",,"HID-compliant consumer control device","OK",,"False","Win32_PnPEntity","HID\VID_0B05&PID_19B6&COL09\7&2A3AB815&0&0008",,,,"HID\VID_0B05&PID_19B6&COL09\7&2A3AB815&0&0008",,,,"Win32_ComputerSystem","ROG-LUCCI","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}",,"System.String[]","Microsoft","HIDClass","True",,
"System","Microsoft Windows Management Interface for ACPI","ACPI\PNP0C14\AHWM","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft Windows Management Interface for ACPI","Microsoft Windows Management Interface for ACPI",,"Microsoft Windows Management Interface for ACPI","OK",,"False","Win32_PnPEntity","ACPI\PNP0C14\AHWM",,,,"ACPI\PNP0C14\AHWM",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","Microsoft","System","True","WmiAcpi",
"Keyboard","HID Keyboard Device","HID\VID_046D&PID_C53F&MI_00\8&2D0CC25E&0&0000","CM_PROB_NONE","CM_PROB_NONE",,"HID Keyboard Device","HID Keyboard Device",,"HID Keyboard Device","OK",,"False","Win32_PnPEntity","HID\VID_046D&PID_C53F&MI_00\8&2D0CC25E&0&0000",,,,"HID\VID_046D&PID_C53F&MI_00\8&2D0CC25E&0&0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e96b-e325-11ce-bfc1-08002be10318}",,"System.String[]","(Standard keyboards)","Keyboard","True","kbdhid",
"System","System board","ACPI\PNP0C01\C8","CM_PROB_NONE","CM_PROB_NONE",,"System board","System board",,"System board","OK",,"False","Win32_PnPEntity","ACPI\PNP0C01\C8",,,,"ACPI\PNP0C01\C8",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","(Standard system devices)","System","True",,
"SoftwareDevice","Microsoft Device Association Root Enumerator","SWD\MSDAS\{CE958E9A-424F-4C88-86F4-11314821E75A}","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft Device Association Root Enumerator","Generic software device",,"Microsoft Device Association Root Enumerator","OK",,"False","Win32_PnPEntity","SWD\MSDAS\{CE958E9A-424F-4C88-86F4-11314821E75A}",,,,"SWD\MSDAS\{CE958E9A-424F-4C88-86F4-11314821E75A}",,,,"Win32_ComputerSystem","ROG-LUCCI","{62f9c741-b25a-46ce-b54c-9bccce08b6f2}","System.String[]",,"Microsoft","SoftwareDevice","True",,
"System","PCI standard ISA bridge","PCI\VEN_1022&DEV_790E&SUBSYS_1B131043&REV_51\3&11583659&0&A3","CM_PROB_NONE","CM_PROB_NONE",,"PCI standard ISA bridge","PCI standard ISA bridge",,"PCI standard ISA bridge","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_790E&SUBSYS_1B131043&REV_51\3&11583659&0&A3",,,,"PCI\VEN_1022&DEV_790E&SUBSYS_1B131043&REV_51\3&11583659&0&A3",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","(Standard system devices)","System","True","msisadrv",
"Computer","ACPI x64-based PC","ROOT\ACPI_HAL\0000","CM_PROB_NONE","CM_PROB_NONE",,"ACPI x64-based PC","ACPI x64-based PC",,"ACPI x64-based PC","OK",,"False","Win32_PnPEntity","ROOT\ACPI_HAL\0000",,,,"ROOT\ACPI_HAL\0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e966-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","(Standard computers)","Computer","True","\Driver\ACPI_HAL",
"AudioEndpoint","Microphone Array (Realtek(R) Audio)","SWD\MMDEVAPI\{0.0.1.00000000}.{E746BB36-F240-4768-968A-43D9E687B96A}","CM_PROB_NONE","CM_PROB_NONE",,"Microphone Array (Realtek(R) Audio)","Audio Endpoint",,"Microphone Array (Realtek(R) Audio)","OK",,"False","Win32_PnPEntity","SWD\MMDEVAPI\{0.0.1.00000000}.{E746BB36-F240-4768-968A-43D9E687B96A}",,,,"SWD\MMDEVAPI\{0.0.1.00000000}.{E746BB36-F240-4768-968A-43D9E687B96A}",,,,"Win32_ComputerSystem","ROG-LUCCI","{c166523c-fe0c-4a94-a586-f1a80cfbbf3e}","System.String[]","System.String[]","Microsoft","AudioEndpoint","True",,
"SCSIAdapter","Standard NVM Express Controller","PCI\VEN_15B7&DEV_5017&SUBSYS_501715B7&REV_01\4&35DEC936&0&0014","CM_PROB_NONE","CM_PROB_NONE",,"Standard NVM Express Controller","Standard NVM Express Controller",,"Standard NVM Express Controller","OK",,"False","Win32_PnPEntity","PCI\VEN_15B7&DEV_5017&SUBSYS_501715B7&REV_01\4&35DEC936&0&0014",,,,"PCI\VEN_15B7&DEV_5017&SUBSYS_501715B7&REV_01\4&35DEC936&0&0014",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97b-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","Standard NVM Express Controller","SCSIAdapter","True","stornvme",
"Mouse","HID-compliant mouse","HID\VID_0B05&PID_19B6&COL0C\7&2A3AB815&0&000B","CM_PROB_NONE","CM_PROB_NONE",,"HID-compliant mouse","HID-compliant mouse",,"HID-compliant mouse","OK",,"False","Win32_PnPEntity","HID\VID_0B05&PID_19B6&COL0C\7&2A3AB815&0&000B",,,,"HID\VID_0B05&PID_19B6&COL0C\7&2A3AB815&0&000B",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e96f-e325-11ce-bfc1-08002be10318}",,"System.String[]","Microsoft","Mouse","True","mouhid",
"System","High Definition Audio Controller","PCI\VEN_1022&DEV_15E3&SUBSYS_1B131043&REV_00\4&98C338A&0&0641","CM_PROB_NONE","CM_PROB_NONE",,"High Definition Audio Controller","High Definition Audio Controller",,"High Definition Audio Controller","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_15E3&SUBSYS_1B131043&REV_00\4&98C338A&0&0641",,,,"PCI\VEN_1022&DEV_15E3&SUBSYS_1B131043&REV_00\4&98C338A&0&0641",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","Microsoft","System","True","HDAudBus",
"Net","WAN Miniport (Network Monitor)","SWD\MSRRAS\MS_NDISWANBH","CM_PROB_NONE","CM_PROB_NONE",,"WAN Miniport (Network Monitor)","WAN Miniport (Network Monitor)",,"WAN Miniport (Network Monitor)","OK",,"False","Win32_PnPEntity","SWD\MSRRAS\MS_NDISWANBH",,,,"SWD\MSRRAS\MS_NDISWANBH",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e972-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","Microsoft","Net","True","NdisWan",
"Net","WAN Miniport (IP)","SWD\MSRRAS\MS_NDISWANIP","CM_PROB_NONE","CM_PROB_NONE",,"WAN Miniport (IP)","WAN Miniport (IP)",,"WAN Miniport (IP)","OK",,"False","Win32_PnPEntity","SWD\MSRRAS\MS_NDISWANIP",,,,"SWD\MSRRAS\MS_NDISWANIP",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e972-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","Microsoft","Net","True","NdisWan",
"System","Microsoft Windows Management Interface for ACPI","ACPI\PNP0C14\ATK","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft Windows Management Interface for ACPI","Microsoft Windows Management Interface for ACPI",,"Microsoft Windows Management Interface for ACPI","OK",,"False","Win32_PnPEntity","ACPI\PNP0C14\ATK",,,,"ACPI\PNP0C14\ATK",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","Microsoft","System","True","WmiAcpi",
"System","PCI Express Root Port","PCI\VEN_1022&DEV_14ED&SUBSYS_1B131043&REV_00\3&11583659&0&09","CM_PROB_NONE","CM_PROB_NONE",,"PCI Express Root Port","PCI Express Root Port",,"PCI Express Root Port","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_14ED&SUBSYS_1B131043&REV_00\3&11583659&0&09",,,,"PCI\VEN_1022&DEV_14ED&SUBSYS_1B131043&REV_00\3&11583659&0&09",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","(Standard system devices)","System","True","pci",
"USB","AMD USB 3.10 eXtensible Host Controller - 1.20 (Microsoft)","PCI\VEN_1022&DEV_15C0&SUBSYS_201F1043&REV_00\4&1BE72DC0&0&0343","CM_PROB_NONE","CM_PROB_NONE",,"AMD USB 3.10 eXtensible Host Controller - 1.20 (Microsoft)","USB xHCI Compliant Host Controller",,"AMD USB 3.10 eXtensible Host Controller - 1.20 (Microsoft)","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_15C0&SUBSYS_201F1043&REV_00\4&1BE72DC0&0&0343",,,,"PCI\VEN_1022&DEV_15C0&SUBSYS_201F1043&REV_00\4&1BE72DC0&0&0343",,,,"Win32_ComputerSystem","ROG-LUCCI","{36fc9e60-c465-11cf-8056-444553540000}","System.String[]","System.String[]","Generic USB xHCI Host Controller","USB","True","USBXHCI",
"System","PCI Express Root Complex","ACPI\PNP0A08\0","CM_PROB_NONE","CM_PROB_NONE",,"PCI Express Root Complex","PCI Express Root Complex",,"PCI Express Root Complex","OK",,"False","Win32_PnPEntity","ACPI\PNP0A08\0",,,,"ACPI\PNP0A08\0",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","(Standard system devices)","System","True","pci",
"Firmware","PS883321 Peripheral Driver","ACPI\PS883321\1","CM_PROB_NONE","CM_PROB_NONE",,"PS883321 Peripheral Driver","PS883321 Peripheral Driver",,"PS883321 Peripheral Driver","OK",,"False","Win32_PnPEntity","ACPI\PS883321\1",,,,"ACPI\PS883321\1",,,,"Win32_ComputerSystem","ROG-LUCCI","{f2e7dd72-6468-4e36-b6f1-6488f42c1b52}",,"System.String[]","Parade Technologies, Ltd.","Firmware","True","PRSpbDrv",
"System","Microsoft Hyper-V PCI Server","ROOT\VPCIVSP\0000","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft Hyper-V PCI Server","Microsoft Hyper-V PCI Server",,"Microsoft Hyper-V PCI Server","OK",,"False","Win32_PnPEntity","ROOT\VPCIVSP\0000",,,,"ROOT\VPCIVSP\0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","Microsoft","System","True","vpcivsp",
"System","AMD SMBUS","PCI\VEN_1022&DEV_790B&SUBSYS_1B131043&REV_71\3&11583659&0&A0","CM_PROB_NONE","CM_PROB_NONE",,"AMD SMBUS","AMD SMBUS",,"AMD SMBUS","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_790B&SUBSYS_1B131043&REV_71\3&11583659&0&A0",,,,"PCI\VEN_1022&DEV_790B&SUBSYS_1B131043&REV_71\3&11583659&0&A0",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","Advanced Micro Devices, Inc","System","True",,
"PrintQueue","Microsoft Print to PDF","SWD\PRINTENUM\{B64A6DE5-6F16-4F99-B7E7-3D7C107DFBAA}","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft Print to PDF","Local Print Queue",,"Microsoft Print to PDF","OK",,"False","Win32_PnPEntity","SWD\PRINTENUM\{B64A6DE5-6F16-4F99-B7E7-3D7C107DFBAA}",,,,"SWD\PRINTENUM\{B64A6DE5-6F16-4F99-B7E7-3D7C107DFBAA}",,,,"Win32_ComputerSystem","ROG-LUCCI","{1ed2bbf9-11f0-4084-b21f-ad83a8e6dcdc}","System.String[]","System.String[]","Microsoft","PrintQueue","True",,
"Bluetooth","MediaTek Bluetooth Adapter","USB\VID_0489&PID_E0F6&MI_00\7&16AFF0D1&0&0000","CM_PROB_NONE","CM_PROB_NONE",,"MediaTek Bluetooth Adapter","MediaTek Bluetooth Adapter",,"MediaTek Bluetooth Adapter","OK",,"False","Win32_PnPEntity","USB\VID_0489&PID_E0F6&MI_00\7&16AFF0D1&0&0000",,,,"USB\VID_0489&PID_E0F6&MI_00\7&16AFF0D1&0&0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{e0cbf06c-cd8b-4647-bb8a-263b43f0f974}","System.String[]","System.String[]","Mediatek Inc.","Bluetooth","True","BTHUSB",
"System","Microsoft ACPI-Compliant System","ACPI_HAL\PNP0C08\0","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft ACPI-Compliant System","Microsoft ACPI-Compliant System",,"Microsoft ACPI-Compliant System","OK",,"False","Win32_PnPEntity","ACPI_HAL\PNP0C08\0",,,,"ACPI_HAL\PNP0C08\0",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","Microsoft","System","True","ACPI",
,,"HTREE\ROOT\0","CM_PROB_NONE","CM_PROB_NONE",,,,,,"OK",,"False","Win32_PnPEntity","HTREE\ROOT\0",,,,"HTREE\ROOT\0",,,,"Win32_ComputerSystem","ROG-LUCCI",,,,,,"True",,
"System","Microsoft Basic Render Driver","ROOT\BASICRENDER\0000","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft Basic Render Driver","Microsoft Basic Render Driver",,"Microsoft Basic Render Driver","OK",,"False","Win32_PnPEntity","ROOT\BASICRENDER\0000",,,,"ROOT\BASICRENDER\0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","Microsoft","System","True","BasicRender",
"System","PCI standard host CPU bridge","PCI\VEN_1022&DEV_14F1&SUBSYS_00000000&REV_00\3&11583659&0&C1","CM_PROB_NONE","CM_PROB_NONE",,"PCI standard host CPU bridge","PCI standard host CPU bridge",,"PCI standard host CPU bridge","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_14F1&SUBSYS_00000000&REV_00\3&11583659&0&C1",,,,"PCI\VEN_1022&DEV_14F1&SUBSYS_00000000&REV_00\3&11583659&0&C1",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","(Standard system devices)","System","True",,
"System","System speaker","ACPI\PNP0800\4&27C19A4E&0","CM_PROB_NONE","CM_PROB_NONE",,"System speaker","System speaker",,"System speaker","OK",,"False","Win32_PnPEntity","ACPI\PNP0800\4&27C19A4E&0",,,,"ACPI\PNP0800\4&27C19A4E&0",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","(Standard system devices)","System","True",,
"System","AMD Audio CoProcessor","PCI\VEN_1022&DEV_15E2&SUBSYS_15E21022&REV_63\4&98C338A&0&0541","CM_PROB_NONE","CM_PROB_NONE",,"AMD Audio CoProcessor","AMD Audio CoProcessor",,"AMD Audio CoProcessor","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_15E2&SUBSYS_15E21022&REV_63\4&98C338A&0&0541",,,,"PCI\VEN_1022&DEV_15E2&SUBSYS_15E21022&REV_63\4&98C338A&0&0541",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","AMD","System","True","amdacpbus",
"Net","WAN Miniport (SSTP)","SWD\MSRRAS\MS_SSTPMINIPORT","CM_PROB_NONE","CM_PROB_NONE",,"WAN Miniport (SSTP)","WAN Miniport (SSTP)",,"WAN Miniport (SSTP)","OK",,"False","Win32_PnPEntity","SWD\MSRRAS\MS_SSTPMINIPORT",,,,"SWD\MSRRAS\MS_SSTPMINIPORT",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e972-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","Microsoft","Net","True","RasSstp",
"AudioProcessingObject","DolbyAPO SWC Device","SWD\DRIVERENUM\{25C1BC6B-97B1-465A-A9FF-A003EBFC2259}#DOLBYAPO_DAX3APOSVC&6&2F162A73&0","CM_PROB_NONE","CM_PROB_NONE",,"DolbyAPO SWC Device","DolbyAPO SWC Device",,"DolbyAPO SWC Device","OK",,"False","Win32_PnPEntity","SWD\DRIVERENUM\{25C1BC6B-97B1-465A-A9FF-A003EBFC2259}#DOLBYAPO_DAX3APOSVC&6&2F162A73&0",,,,"SWD\DRIVERENUM\{25C1BC6B-97B1-465A-A9FF-A003EBFC2259}#DOLBYAPO_DAX3APOSVC&6&2F162A73&0",,,,"Win32_ComputerSystem","ROG-LUCCI","{5989fce8-9cd0-467d-8a6a-5419e31529d4}","System.String[]","System.String[]","Dolby","AudioProcessingObject","True",,
"System","Microsoft UEFI-Compliant System","ACPI_HAL\UEFI\0","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft UEFI-Compliant System","Microsoft UEFI-Compliant System",,"Microsoft UEFI-Compliant System","OK",,"False","Win32_PnPEntity","ACPI_HAL\UEFI\0",,,,"ACPI_HAL\UEFI\0",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","Microsoft","System","True","UEFI",
